Threshold,Precision,Recall
0.00870479908963032,0.04686423156443832,1.0
0.008713574011682051,0.04689655172413793,1.0
0.008722480575803031,0.04692891649413389,1.0
0.008724784972396671,0.04696132596685083,1.0
0.008750252803975567,0.046993780234968904,1.0
0.008796161235763357,0.04702627939142462,1.0
0.00881808769401184,0.047058823529411764,1.0
0.008836549288303743,0.04709141274238227,1.0
0.008840519591070729,0.04712404712404712,1.0
0.008859516557070315,0.047156726768377254,1.0
0.008861280781027702,0.04718945176960444,1.0
0.00886305069209866,0.04722222222222222,1.0
0.008902772213760375,0.0472550382209868,1.0
0.008922248111822564,0.04728789986091794,1.0
0.008946096603164977,0.04732080723729993,1.0
0.008950376921839606,0.04735376044568245,1.0
0.008952836222898873,0.047386759581881537,1.0
0.008964391897085644,0.04741980474198047,1.0
0.009028633643017748,0.04745289602233078,1.0
0.009040643096862826,0.04748603351955307,1.0
0.009044781279940139,0.047519217330538085,1.0
0.009050025723715691,0.04755244755244755,1.0
0.009067349002160245,0.04758572428271519,1.0
0.009080989573272582,0.047619047619047616,1.0
0.009104148996123529,0.04765241765942537,1.0
0.009148454069291875,0.047685834502103785,1.0
0.00915491891857632,0.047719298245614036,1.0
0.009186512407380784,0.047752808988764044,1.0
0.009222979944589796,0.04778636683063949,1.0
0.009256112777540225,0.04781997187060478,1.0
0.00926086071188979,0.04785362420830401,1.0
0.009263851378919897,0.04788732394366197,1.0
0.009316017702019471,0.04792107117688513,1.0
0.009336270374118502,0.047954866008462625,1.0
0.009338573421802167,0.04798870853916726,1.0
0.009424563241638307,0.0480225988700565,1.0
0.009429338808310627,0.0480565371024735,1.0
0.009450220963362633,0.04809052333804809,1.0
0.00946750873018837,0.048124557678697805,1.0
0.009480173224817834,0.04815864022662889,1.0
0.009482151262631836,0.04819277108433735,1.0
0.009548670254255286,0.04822695035460993,1.0
0.00955535342483783,0.0482611781405252,1.0
0.009585896901878449,0.048295454545454544,1.0
0.009607356180939304,0.048329779673063254,1.0
0.00961718042444208,0.04836415362731152,1.0
0.009679280268949183,0.048398576512455514,1.0
0.00970975609891847,0.04843304843304843,1.0
0.009774884149823207,0.048467569493941556,1.0
0.009775618040156014,0.04850213980028531,1.0
0.009781466815637806,0.04853675945753034,1.0
0.009796892643667973,0.04857142857142857,1.0
0.009837069330286058,0.04860614724803431,1.0
0.009840387779082473,0.04864091559370529,1.0
0.009858532914591042,0.048675733715103794,1.0
0.009893940087290479,0.04871060171919771,1.0
0.009914557098878042,0.04874551971326165,1.0
0.00992584415067687,0.04878048780487805,1.0
0.009943707405801055,0.048815506101938265,1.0
0.00996266239866822,0.04885057471264368,1.0
0.010092082598754114,0.04888569374550683,1.0
0.010092615009269503,0.04892086330935252,1.0
0.010092745903978389,0.04895608351331893,1.0
0.010105211273142161,0.04899135446685879,1.0
0.010107891241492955,0.049026676279740444,1.0
0.010115959890640097,0.049062049062049064,1.0
0.010139234610995229,0.04909747292418772,1.0
